Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
22880,9789674474782,,EVERYDAY SUCCESS ACTIVITIES PRE-PRIMARY ENGLISH (AGE 4-6 PRESCHOOLERS),,MTM,PRE-SCHOOL,0,3.75,0,0,,
22881,9789810634858,,Practice Abt Maths: Drill & Practice P1,,Pearson Longman,Maths Revision YR1,0,8.3,0,0,,
22882,9789833372737,,7 FORMULA INDIVIDU CEMERLANG EDISI KEDUA,,PTS,MALAY MOTIVASI,0,15,0,0,,
22883,9789674646707,,PRE-SCHOOL ACTIVITY BOOK ALPHABET & WORDS BOOK 1,,ANK,PRE-SCHOOL,0,1.85,0,0,,
22884,9789810713614,,Learning Express Addition L1 (Ages 6-7),,SCH,Maths Revision YR1,0,4.8,0,0,,
22885,9789810713621,,Learning Express Subtraction L1 (Ages 6-7),,SCH,Maths Revision YR1,0,4.8,0,0,,
22886,9789673789412,,ENGLISH FOR PRESCHOOL ACTIVITY BOOK 2 (AGE 4 & 5),,ANK,PRE-SCHOOL,0,1.65,0,0,,
22887,9789833372850,,7 FORMULA INDIVIDU CEMERLANG.,,PTS,MALAY MOTIVASI,0,16.5,0,0,,
22888,9789810732325,,Study Smart Mathematics Practice Tests L1,,SCH,Maths Revision YR1,0,4.45,0,0,,
22889,9833372066,,REMAJA SUKSES,,PTS,MALAY MOTIVASI,0,14,0,0,,
22890,9789673789429,,ENGLISH FOR PRESCHOOL BOOK 1 (AGE 6),,ANK,PRE-SCHOOL,0,1.65,0,0,,
22891,9789814559546,,Prime Mathematics Practice Tests 1,,SCH,Maths Revision YR1,0,2,0,0,,
22892,9789673789436,,ENGLISH FOR PRESCHOOL BOOK 2 (AGE 6),,ANK,PRE-SCHOOL,0,1.65,0,0,,
22893,9789833586677,,PSIKOLOGI ORANG BERJAYA,,PTS,MALAY MOTIVASI,0,13.5,0,0,,
22894,9789674471293,,SIRI ADIKKU GEMBIRA BELAJAR UNTUK PRASEKOLAH ENGLISH (WRITING PRACTICES),,MTM,PRE-SCHOOL,0,1.1,0,0,,
22895,9789810904852,,Prime Mathematics Coursework Book 1B,,SCH,Maths Revision YR1,0,11.35,0,0,,
22896,9789814824149,,Count Down to Primary Master Exams P1,,MCI,Maths Revision YR1,0,8,0,0,,
22897,9789833585977,,KERJAYA DALAM BIDANG KEJURUTERAAN EDISI KEDUA,,PTS,MALAY MOTIVASI,0,10.5,0,0,,
22898,9789833586127,,KERJAYA SEBAGAI DOCTOR PERUBATAN,,PTS,MALAY MOTIVASI,0,9.5,0,0,,
22899,9789814758055,,New CA & SA Maths Papers P1,,EPH,Maths Revision YR1,0,9.9,0,0,,
22900,9789674471552,,SIRI PILIHAN SAYANGKU UNTUK PRASEKOLAH ENGLISH (WRITING PRACTICES) UNTUK 4-5 TAHUN,,MTM,PRE-SCHOOL,0,1.1,0,0,,
22901,9833372023,,RESIPI KEJAYAAN UNTUK KETUA KELAS,,PTS,MALAY MOTIVASI,0,12.1,0,0,,
22902,9789814752923,,Guided Challenging Maths Exam Papers P1,,EPH,Maths Revision YR1,0,8.9,0,0,,
22903,9789675226120,,BAGAIMANA MERANGSANG SERONOK BELAJAR,,PTS,MALAY MOTIVASI,0,7.5,0,0,,
22904,9789814395625,,Top Mathematics Examination Papers P1,,EPH,Maths Revision YR1,0,7.9,0,0,,
22905,9789814432672,,Mathematics Mock Examination Papers P1,,EPH,Maths Revision YR1,0,7.9,0,0,,
22906,9789833372911,,SIBUK? ATAUPUN PENYIBUK?,,PTS,MALAY MOTIVASI,0,9.1,0,0,,
22907,9789674471286,,SIRI ADIKKU GEMBIRA BELAJAR UNTUK PRASEKOLAH ENGLISH (GRAMMAR & VOCABULARY),,MTM,PRE-SCHOOL,0,1.1,0,0,,
22908,9831924088,,MEMIMPIN DIRI SENDIRI,,PTS,MALAY MOTIVASI,0,9,0,0,,
22909,9789833325719,,GRAMMAR WORKBOOK GRAMMAR GOOFERS (AGE 6-8 YRS),,EDUKID,ENGLISH REVISION YR ,0,2.95,0,0,,
22910,9789833585687,,BELAJAR BERFIKIR,,PTS,MALAY MOTIVASI,0,13,0,0,,
22911,9789814600323,,Challenging Maths Examination Papers P1,,EPH,Maths Revision YR1,0,7.9,0,0,,
22912,9833376932,,KEJAYAAN DARI DALAM,,PTS,MALAY MOTIVASI,0,10.5,0,0,,
22913,9833372244,,PANDAI BERFIKIR,,PTS,MALAY MOTIVASI,0,11.5,0,0,,
22914,9833372368,,ANDA BERFIKIR? BAGAIMANA?,,PTS,MALAY MOTIVASI,0,13.5,0,0,,
22915,9789830019000,,BRIGHT KIDS BOOKS PRE-PRIMARY ENGLISH AGES 5-7,,PELANGI BOOK (PP),PRE-SCHOOL,0,2.4,0,0,,
22916,9789830050560,,BRIGHT KIDS BOOKS PRE-PRIMARY GRAMMAR AGES 5-7,,PELANGI BOOK (PP),PRE-SCHOOL,0,2.65,0,0,,
22917,9789673437436,,MY FIRST ENGLISH FOR PRE-SCHOOL ACTIVITY BOOK 1,,PIB,PRE-SCHOOL,0,2.5,0,0,,
22918,9789810115197,,Visible Thinking in Mathematics P 1B,,MCI,Maths Revision YR1,0,6.1,0,0,,
22919,9789673437412,,MY FIRST ENGLISH FOR PRE-SCHOOL READING & WRITING  BOOK 1,,PIB,PRE-SCHOOL,0,2.95,0,0,,
22920,9789673437443,,MY FIRST ENGLISH FOR PRE-SCHOOL ACTIVITY BOOK 2,,PIB,PRE-SCHOOL,0,2.5,0,0,,
22921,9789673437429,,MY FIRST ENGLISH FOR PRE-SCHOOL READING & WRITING  BOOK 2,,PIB,PRE-SCHOOL,0,2.95,0,0,,
22922,9789810115180,,Visible Thinking in Mathematics P 1A,,MCI,Maths Revision YR1,0,6.1,0,0,,
22923,9789830045085,,PRE-READING FUN BOOK 1,,PELANGI BOOK (PP),PRE-SCHOOL,0,1.2,0,0,,
22924,9789830045092,,PRE-READING FUN BOOK 2,,PELANGI BOOK (PP),PRE-SCHOOL,0,1.2,0,0,,
22925,340859482,,SHORTHAND:PITMAN 2000,,PITMAN(PS),MIX REFERENCE,0,28.9,0,0,,
22926,9789810117559,,Shaping Maths Activity Book 1B (3E),,MCI,Maths Revision YR1,0,6.6,0,0,,
22927,9789810117535,,Shaping Maths Coursebook 1B (3E),,MCI,Maths Revision YR1,0,5.8,0,0,,
22928,9789810117542,,Shaping Maths Activity Book 1A (3E),,MCI,Maths Revision YR1,0,5.2,0,0,,
22929,9789810117528,,Shaping Maths Coursebook 1A (3E),,MCI,Maths Revision YR1,0,5.8,0,0,,
22930,9789830056449,,I CAN WRITE BOOK 2,,PELANGI BOOK (PP),PRE-SCHOOL,0,1.65,0,0,,
22931,9789812712141,,Discover Maths Workbook 1B,,MCI,Maths Revision YR1,0,6.7,0,0,,
22932,9789812712875,,Discover Maths Topical Practice 1,,MCI,Maths Revision YR1,0,4.35,0,0,,
22933,9789810118624,,Problems Solving Beyond the Classroom P1,,MCI,Maths Revision YR1,0,3.5,0,0,,
22934,9789814250917,,Targeting Mathematics Workbook 1B Part 2,,STAR PUBLISHING,Maths Revision YR1,0,3.7,0,0,,
22935,9789670105574,,PRE-SCHOOL ENGLISH BOOK 1,,CHC,PRE-SCHOOL,0,2.3,0,0,,
22936,9789814250900,,Targeting Mathematics Workbook 1B Part 1,,STAR PUBLISHING,Maths Revision YR1,0,3.7,0,0,,
22937,9789670105598,,PRE-SCHOOL ENGLISH ACTIVITY BOOK 1,,CHC,PRE-SCHOOL,0,2.15,0,0,,
22938,9789814250870,,Targeting Mathematics 1B ,,STAR PUBLISHING,Maths Revision YR1,0,7.05,0,0,,
22939,9789670105581,,PRE-SCHOOL ENGLISH BOOK 2,,CHC,PRE-SCHOOL,0,2.3,0,0,,
22940,9789814250894,,Targeting Mathematics Workbook 1A Part 2,,STAR PUBLISHING,Maths Revision YR1,0,3.6,0,0,,
22941,340859466,,MARKETING,,STP,MIX REFERENCE,0,25.7,0,0,,
22942,9789670105604,,PRE-SCHOOL ENGLISH ACTIVITY BOOK 2,,CHC,PRE-SCHOOL,0,2.15,0,0,,
22943,9789833560035,,MY STICKER ACTIVITY BOOK GENERAL KNOWLEDGE,,ELM,PRE-SCHOOL,0,3.7,0,0,,
22944,9789814250887,,Targeting Mathematics Workbook 1A Part 1,,STAR PUBLISHING,Maths Revision YR1,0,3.6,0,0,,
22945,340870834,,LINGUISTICS,,STP,MIX REFERENCE,0,27.4,0,0,,
22946,9789814250863,,Targeting Mathematics 1A,,STAR PUBLISHING,Maths Revision YR1,0,7.05,0,0,,
22947,9789833560028,,MY STICKER ACTIVITY BOOK COLOURS SHAPES SIZES,,ELM,PRE-SCHOOL,0,3.7,0,0,,
22948,034092814X,,GOOD STUDY SKILLS,,PS,MIX REFERENCE,0,25.7,0,0,,
22949,9789814250849,,Targeting Maths Solve that Problem! 1,,STAR PUBLISHING,Maths Revision YR1,0,19.9,0,0,,
22950,9789814219792,,YOUNG LEARNER ENGLISH ACTIVITY,,ELM,PRE-SCHOOL,0,2.7,0,0,,
22951,034085944X,,E-COMMERCE,,STP,MIX REFERENCE,0,28.8,0,0,,
22952,9789814176941,,Targeting Maths Problems Solving 1,,STAR PUBLISHING,Maths Revision YR1,0,8.9,0,0,,
22953,340858974,,BASIC ACCOUNTING,,PS,MIX REFERENCE,0,28.8,0,0,,
