Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
12627,12372,25050-D0100,METER CABLE NS T11,NS T11 B13,HSS,SPEEDO METER,0,4.3,7.8,0,,
12628,12373,25050-C2300,METER CABLE NS C23 CD20,NS CD20,G,SPEEDO METER,0,65,117,0,,
12629,12374,SP-B11,METER CABLE NS B11,NS B11,OFK,SPEEDO METER,0,4.2,7.6,0,,
12630,12375,25050-D0100,METER CABLE NS T11,NS T11 B13,HSS,SPEEDO METER,0,5.5,9.9,0,,
12631,12376,25050-12L06,METER CABLE NS C31 910,NS C31 910,OFK,SPEEDO METER,0,6,10.8,0,,
12632,12377,25050-50L10,METER CABLE NS R31 C32,NS R31 C32,G,SPEEDO METER,0,25,50,0,,
13243,12988,MB652272,METER CABLE MIT PJR V14-44W,MIT PAJERO,OFK,SPEEDO METER,0,8.2,14.8,0,,
13291,13036,MB521555,METER CABLE MIT C61/62 P WIRA,MIT C61 C62 P/WIRA,SBK,SPEEDO METER,0,12,0,0,,
13976,13721,87310-12461,METER CABLE TY EE90 LONG,TY EE90,SUPER,SPEEDO METER,0,10.3,20.6,0,,
13978,13723,25050-55E00,METER CABLE NS U12,NS U12,G,SPEEDO METER,0,19,38,0,,
14019,13764,MB652270,METER CABLE MIT PJR V14-44W,MIT PAJERO V14-44W,HI-LEX,SPEEDO METER,0,13,0,0,,
14365,PR123,abc024,test product,honda civic,new brand,SPEEDO METER,10,120.5,0,10,,
14937,CJ-169-S,CJ-169-S,OIL EXTRACTOR CJ-169-S,,,SPEEDO METER,96,120,0,0,,
14942,U-45',U-45,UMBRELLA 45,,,SPEEDO METER,16.75,0,0,190,,
14944,ENGINE USED GA16-027878C,ENGINE USED GA16-027,ENGINE USED GA16-027878C,,,SPEEDO METER,700,1000,0,0,,
14955,U-23', BLUE,U-23,UMBRELLA SIZE 23,,,SPEEDO METER,3.25,0,0,49,
14963,U-23', RED,U-23 RED,UMBRELLA SIZE 23 RED,,,SPEEDO METER,3.25,0,0,27,
14990,MAS BANNER,MAS BANNER,MAS BANNER,,,SPEEDO METER,0,0,0,0,,
14994,332057,332057,GIPIW S / ABSORBER N/S B13 PR/RH,ABSORBER,GIPIW,SPEEDO METER,45,60,0,0,,
15013,48531-BZ240,48531-BZ240,GIPIW ABSORBER F601ARR,,,SPEEDO METER,38,50,0,0,,
19784,FM-6187,FM-6187,FAN MOTOR-CB2 CK4,,,SPEEDO METER,23,0,0,0,,
19789,FM-6562,FM-6562,FAN MOTOR-SR3 SR4,,,SPEEDO METER,23,0,0,0,,
19790,FM-6566,FM-6566,FAN MOTOR-SO4 SR4,,,SPEEDO METER,23,0,0,0,,
19792,FM-1,FM-1,FAN MOTOR-TOYOTACE100 (BIG),,,SPEEDO METER,35,0,0,0,,
19809,RACK MAS ,RACK MAS ,RACK MAS ,,,SPEEDO METER,0,0,0,8,,
19825,46010-04B05,46010-04B05,BRAKE MASTER PUMP 46010-04B05,,,SPEEDO METER,37,50,0,0,,
19832,HC-6074Y (SMALL),HC-6074Y (SMALL),FAN MOTOR,,,SPEEDO METER,30,0,0,0,,
19967,WHITE T-SHIRT,WHITE T-SHIRT,WHITE T-SHIRT,,,SPEEDO METER,0,0,0,506,,
19972,3542M-05,3542M-05,DEAR TRUNK OUTER,,,SPEEDO METER,35,0,0,0,,
19975,CAR TOWEL,CAR TOWEL,CAR TOWEL,,,SPEEDO METER,0.65,0,0,23,,
20052,27060-0M040/EG,27060-0M040/EG,ALTERNATOR-T/Y VIOS 90A OEM TYPE 4PIN (LIGMS),,TOYOTA,SPEEDO METER,150,225,0,0,,
20053,27060-21030ANE/EG,27060-21030ANE/EG,ALTERNATOR-T/Y VIOS (OLD MODEL) 3PIN 80A (PREMIUM),,TOYOTA,SPEEDO METER,125,170,0,0,,
20073,SECOND HAND CUSHION,SECOND HAND CUSHION,SECOND HAND CUSHION,,,SPEEDO METER,0,500,0,0,,
20214,DAF3809,DAF3809,FBK - D3109 DISC BRAKE M/Z323 98-BJ,,FBK,SPEEDO METER,12,16,0,0,,
20248,RACK 3K,RACK 3K,RACK 3K,,,SPEEDO METER,0,0,0,0,,
20647,SERVICES & REPAIR,SERVICES & REPAIR,SERVICES & REPAIR,,,SPEEDO METER,100,112,0,0,1,STOCK TAKE
20722,F22A-3016889(USED ENGINE),F22A-3016889(USED EN,HONDA ACCORD F22A,,,SPEEDO METER,800,800,0,0,,
21033,JS-AC108J,JS-AC108J,CABIN FILTER JS-AC108J,,,SPEEDO METER,9,13,0,0,,
21034,JS-AC106J,JS-AC106J,CABIN FILTER JS-AC106J,,,SPEEDO METER,12,16,0,0,,
21041,AN-1167,AN-1167,ASUKI - BRAKE SHOE N/S SUNNY B15N16 00-06,,,SPEEDO METER,26,31.5,0,0,,
21043,ENGINE USED 3ZZ-4197627,ENGINE USED 3ZZ-4197,ENGINE USED 3ZZ-4197627,,,SPEEDO METER,1500,1500,0,0,,
21065,MANDARIN-CNY,MANDARIN-CNY,MANDARIN-CNY,,,SPEEDO METER,0,10,0,0,,
