Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
21377,9781409301110,,PETER AND JANE: PLAY WITH US (1a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.8,0,0,,
21378,9781409301127,,PETER AND JANE: WE HAVE FUN (2a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.8,0,0,,
21380,9781844223640,,PETER AND JANE: THINGS WE LIKE (3a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21382,9781844223657,,PETER AND JANE: THINGS WE DO (4a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21384,9781844223664,,PETER AND JANE: WHERE WE GO (5a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21385,9780721405537,,PETER AND JANE: HAPPY HOLIDAY (7a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21393,9781844223671,,PETER AND JANE: OUR FRIENDS (6a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21395,9780721405544,,PETER AND JANE: SUNNY DAYS (8a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21397,9780721405551,,PETER AND JANE: GAMES WE LIKE (9a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21400,9780721400105,,PETER AND JANE: ADVENTURE ON THE ISLAND (10a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21404,9781844223732,,PETER AND JANE: MYSTERY ON THE ISLAND (11a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21408,9781409301400,,PETER AND JANE: THE HOLIDAY CAMP MYSTERY (12a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
21417,9781409301134,,PETER AND JANE: THINGS WE LIKE (3a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.8,0,0,,
21419,9781409301158,,PETER AND JANE: OUR FRIENDS (6a),,LADYBIRD PENGUIN,LADYBIRD ( PETER & J,0,3.5,0,0,,
