Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
3798,3543,RG-4,RUBBER GREASE,UNIVERSAL,PBR,GREASE,0,10,18,0,,
5085,GREASE/2KG,GREASE/2KG,BS - GREASE 2KG ,UNIVERSAL,BS,GREASE,7.94,11,18.9,318,,
14317,NG620 ,NG620 ,TOP-1 HIGH TEMP. GREASE 454 GRAMS,,BS,GREASE,5.12471,7,0,0,,
14640,H.GREASE/15KG,H.GREASE/15KG,BS - HEAVY GREASE 15KG,,BS,GREASE,37.4,45,0,3,,
19983,ENIMUEP2/18KG,ENIMUEP2/18KG,ENI - GREASE MU EP2 18KG,,ENI,GREASE,88.6978,165,0,0,,
20003,ENISM2/0.5KG,ENISM2/0.5KG,ENI - GREASE SM2(C.V JOINT) 0.5KG,,ENI,GREASE,6.74246,10,0,2419,,
20004,ENIWBML/0.5KG,ENIWBML/0.5KG,ENI - GREASE WB ML(BEARING) 0.5KG,,ENI,GREASE,6.29246,9,0,4,12,STOCK TAKE
20005,ENISM2/20KG,ENISM2/20KG,ENI - GREASE SM2(C.V JOINT) 20KG,,ENI,GREASE,134.432,188,0,23,,
20007,ENIWBML/20KG,ENIWBML/20KG,ENI - GREASE WB ML(BEARING) 20KG,,ENI,GREASE,117.362,160,0,0,,
20008,ENIWBML/180KG,ENIWBML/180KG,ENI - GREASE WB ML(BEARING) 180KG,,ENI,GREASE,1024.23,1300,0,0,,
20056,ENISM2NLGI/18KG,ENISM2NLGI/18KG,ENI - GREASE SM2 NLGI(C.V JOINT)18KG,,ENI,GREASE,96.2531,170,0,2,,
20595,EZWBML2/18KG,EZWBML2/18KG,ESSENZA - GREASE HT WBML 2 (BEARING) 18KG,,ESSENZA,GREASE,0,160,0,0,,
20696,EZFG/1KG,EZFG/1KG,ESSENZA - FOOD GREASE CX 1 1KG,,ESSENZA,GREASE,5.5,20,0,0,,
20729,EZEP3/500G,EZEP3/500G,ESSENZA - GREASE MULTI EP3 500G,,ESSENZA,GREASE,0,0,0,9,,
20783,EZEP1/18KG,EZEP1/18KG,ESSENZA - GREASE MULTI EP1 18KG,,ESSENZA,GREASE,53.5365,70,0,4,,
20784,EZEP2/18KG,EZEP2/18KG,ESSENZA - GREASE MULTI EP2 18KG,,ESSENZA,GREASE,58.7018,85,0,0,,
20911,EZHLTWR2/18KG,EZHLTWR2/18KG,ESSENZA - GREASE HLT WR 2 18KG,,ESSENZA,GREASE,108.437,160,0,4,,
20953,EZFG/18KG,EZFG/18KG,ESSENZA - FOOD GREASE  CX 1 18KG,,ESSENZA,GREASE,170,445,0,4,,
20986,EZMULTIWR2/15KG,EZMULTIWR2/15KG,ESSENZA - GREASE MULTI WR 2 15KG,,ESSENZA,GREASE,46.9176,58,0,24,,
21006,EZHTWB EP 25 /18KG,EZHTWB EP 25 /18KG,ESSENZA - GREASE HT WB EP 25 18KG,,ESSENZA,GREASE,110.676,138,0,46,,
21024,P-505/15KG,P-505/15KG,KOYA - HEAVY GREASE 15KG,,KOYA,GREASE,35.1,45,0,95,,
